id,kode_provinsi,nama_provinsi,nama_kabupaten_kota,jumlah_penduduk,jumlah_penduduk_miskin,persentase_penduduk_miskin,tingkat_pengangguran_terbuka,pdrb_total_adhk,harapan_lama_sekolah,tahun,skor,kesejahteraan
386,32,JAWA BARAT,KUNINGAN,1213930,131800,11.88,8.87,20507000000    ,12.27,2024,43.49606453,CUKUP SEJAHTERA
387,32,JAWA BARAT,CIREBON,2387960,245900,11,8.11,39418000000    ,12.42,2024,41.09559163,CUKUP SEJAHTERA
388,32,JAWA BARAT,MAJALENGKA,1352540,134600,10.82,1.52,27439000000    ,12.27,2024,41.50028994,CUKUP SEJAHTERA
389,32,JAWA BARAT,SUMEDANG,1187130,108900,9.1,9.39,27966000000    ,13.02,2024,39.10993708,TIDAK SEJAHTERA
390,32,JAWA BARAT,INDRAMAYU,1914040,212100,11.93,8.53,68702000000    ,12.32,2024,43.40013873,CUKUP SEJAHTERA
391,32,JAWA BARAT,SUBANG,1663160,152600,9.49,8.83,33126000000    ,12.11,2024,38.90317082,TIDAK SEJAHTERA
392,32,JAWA BARAT,PURWAKARTA,1050340,81400,8.41,7.66,54142000000    ,12.25,2024,37.68938568,TIDAK SEJAHTERA
393,32,JAWA BARAT,KARAWANG,2554380,187800,7.86,7.9,194903000000    ,12.21,2024,33.22697249,TIDAK SEJAHTERA
394,32,JAWA BARAT,BEKASI,3273870,204500,4.8,6.97,293665000000    ,13.18,2024,25.92682679,TIDAK SEJAHTERA
395,32,JAWA BARAT,BANDUNG BARAT,1884190,179700,10.49,10.52,36794000000    ,12,2024,40.15172923,CUKUP SEJAHTERA
396,32,JAWA BARAT,PANGANDARAN,434100,36000,8.75,6.55,9324000000    ,12.31,2024,39.56145556,TIDAK SEJAHTERA
397,32,JAWA BARAT,KOTA BOGOR,1078350,73900,6.53,5.43,38965000000    ,13.51,2024,34.85411841,TIDAK SEJAHTERA
398,32,JAWA BARAT,KOTA SUKABUMI,365740,24100,7.2,7.34,10303000000    ,13.62,2024,37.49432277,TIDAK SEJAHTERA
399,32,JAWA BARAT,KOTA BANDUNG,2528160,101100,3.87,7.11,233054000000    ,14.25,2024,24.03522653,TIDAK SEJAHTERA
400,32,JAWA BARAT,KOTA CIREBON,344850,29200,9.02,5.99,19884000000    ,13.17,2024,40.08710855,CUKUP SEJAHTERA
401,32,JAWA BARAT,KOTA BEKASI,2644060,128800,4.01,6.36,81252000000    ,14.14,2024,24.93299182,TIDAK SEJAHTERA
402,32,JAWA BARAT,KOTA DEPOK,2163640,62600,2.34,6.96,58242000000    ,14.11,2024,22.44433647,TIDAK SEJAHTERA
403,32,JAWA BARAT,KOTA CIMAHI,598700,27000,4.39,3.74,27297000000    ,13.85,2024,32.80482275,TIDAK SEJAHTERA
404,32,JAWA BARAT,KOTA TASIKMALAYA,750730,76700,11.1,3.37,18710000000    ,13.5,2024,42.55519431,CUKUP SEJAHTERA
405,32,JAWA BARAT,KOTA BANJAR,209790,11200,5.85,7.78,3884000000    ,13.28,2024,36.16191462,TIDAK SEJAHTERA
,,,,,,,,,,,,
,,,,,,,,,,,,
